data-itemid,data-product-name,data-variant,data-category,data-brand,data-price,data-dimension9,data-dimension,data-metric2,item-link,item-image-link
1H847S1001T0258A336,Versilia,Gold,shoes-pumps,Casadei,675,SS2021,FP,229,https://www.casadei.com/en/shoes/pumps/versilia-gold-1H847S1001T0258A336.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw01a99913/images/zoom/1H847S1001T0258_A336_3.jpg?sw=804&sh=1200&sm=fit
1H848S0601T02572615,Versilia,Rum,shoes-pumps,Casadei,665,SS2022,FP,225,https://www.casadei.com/en/shoes/pumps/versilia-rum-1H848S0601T02572615.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw62b5dab5/images/zoom/1H848S0601T0257_2615_3.jpg?sw=804&sh=1200&sm=fit
1H848S0601T02572804,Versilia,Natur,shoes-pumps,Casadei,665,SS2021,FP,225,https://www.casadei.com/en/shoes/pumps/versilia-natur-1H848S0601T02572804.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw403e92d8/images/zoom/1H848S0601T0257_2804_3.jpg?sw=804&sh=1200&sm=fit
1H848S0601T02579999,Versilia,White,shoes-pumps,Casadei,665,SS2021,FP,225,https://www.casadei.com/en/shoes/pumps/versilia-white-1H848S0601T02579999.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw7dfb698c/images/zoom/1H848S0601T0257_9999_3.jpg?sw=804&sh=1200&sm=fit
1H848S1001T02572801,Versilia,Dafne,shoes-pumps,Casadei,675,SS2022,FP,229,https://www.casadei.com/en/shoes/pumps/versilia-dafne-1H848S1001T02572801.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw05a37d30/images/zoom/1H848S1001T0257_2801_3.jpg?sw=804&sh=1200&sm=fit
1H851S0601T02592804,Versilia,Natur,shoes-pumps,Casadei,625,SS2021,FP,212,https://www.casadei.com/en/shoes/pumps/versilia-natur-1H851S0601T02592804.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwa6da74c6/images/zoom/1H851S0601T0259_2804_3.jpg?sw=804&sh=1200&sm=fit
1H851S0601T0259A796,Versilia,Red,shoes-pumps,Casadei,625,SS2021,FP,212,https://www.casadei.com/en/shoes/pumps/versilia-red-1H851S0601T0259A796.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw08148b5f/images/zoom/1H851S0601T0259_A796_3.jpg?sw=804&sh=1200&sm=fit
1H855S060TTIFFA6200,K Blade Penny,Nilegreen,shoes-pumps,Casadei,790,SS2022,FP,267,https://www.casadei.com/en/shoes/pumps/k-blade-penny-nilegreen-1H855S060TTIFFA6200.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw27b45ef2/images/zoom/1H855S060TTIFFA_6200_3.jpg?sw=804&sh=1200&sm=fit
1H888T120HC15759000,Blade,Black,shoes-pumps,Casadei,905,FW2021,FP,306,https://www.casadei.com/en/shoes/pumps/blade-nero-1H888T120HC15759000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw4e515aea/images/zoom/1H888T120HC1575_9000_3.jpg?sw=804&sh=1200&sm=fit
1H891U060MC16674207,K Blade Penny Stargate,Optimistic Pink,shoes-pumps,Casadei,765,SS2022,FP,260,https://www.casadei.com/en/shoes/pumps/k-blade-penny-stargate-optimistic-pink-1H891U060MC16674207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw36607f1c/images/zoom/1H891U060MC1667_4207_3.jpg?sw=804&sh=1200&sm=fit
1H897U1001C16852801,Margot,Dafne,shoes-sandals,Casadei,880,SS2022,FP,298,https://www.casadei.com/en/shoes/sandals/margot-dafne-1H897U1001C16852801.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw7ba1dfd9/images/zoom/1H897U1001C1685_2801_3.jpg?sw=804&sh=1200&sm=fit
1H898U1601TIFFA2615,Rock,Rum,shoes-platforms,Casadei,1075,SS2022,FP,365,https://www.casadei.com/en/shoes/platforms/rock-rum-1H898U1601TIFFA2615.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw2a45bc1f/images/zoom/1H898U1601TIFFA_2615_3.jpg?sw=804&sh=1200&sm=fit
1H898U1601TIFFA4207,Rock,Optimistic Pink,shoes-platforms,Casadei,1075,SS2022,FP,365,https://www.casadei.com/en/shoes/platforms/rock-optimistic-pink-1H898U1601TIFFA4207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw99f21430/images/zoom/1H898U1601TIFFA_4207_3.jpg?sw=804&sh=1200&sm=fit
1H898U1601TIFFA6200,Rock,Nilegreen,shoes-platforms,Casadei,1075,SS2022,FP,365,https://www.casadei.com/en/shoes/platforms/rock-nilegreen-1H898U1601TIFFA6200.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw11817656/images/zoom/1H898U1601TIFFA_6200_3.jpg?sw=804&sh=1200&sm=fit
1H913U120MZCAMO9000,Blade,Black,shoes-sandals,Casadei,850,FW2021,FP,287,https://www.casadei.com/en/shoes/sandals/blade-black-1H913U120MZCAMO9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw74ed9466/images/zoom/1H913U120MZCAMO_9000_3.jpg?sw=804&sh=1200&sm=fit
1K142K1401LACRO9996,Flora Lacroc,Porcelain,shoes-platforms,Casadei,740,SS2022,FP,250,https://www.casadei.com/en/shoes/platforms/flora-lacroc-porcelain-1K142K1401LACRO9996.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwa82ccb37/images/zoom/1K142K1401LACRO_9996_3.jpg?sw=804&sh=1200&sm=fit
1K142K1401MINOR3216,Flora,Skin,shoes-platforms,Casadei,725,SS2020,FP,250,https://www.casadei.com/en/shoes/platforms/flora-skin-1K142K1401MINOR3216.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwd98b9208/images/zoom/1K142K1401MINOR_3216_3.jpg?sw=804&sh=1200&sm=fit
1K142K1401SELEN9700,City Light Flora,Silver,shoes-platforms,Casadei,725,SS2020,FP,238,https://www.casadei.com/en/shoes/platforms/city-light-flora-silver-1K142K1401SELEN9700.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw016ec3c3/images/zoom/1K142K1401SELEN_9700_3.jpg?sw=804&sh=1200&sm=fit
1K785S1401DENIM4207,Flora Denim,Optimistic Pink,shoes-platforms,Casadei,965,SS2022,FP,327,https://www.casadei.com/en/shoes/platforms/flora-denim-optimistic-pink-1K785S1401DENIM4207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwf4fbe868/images/zoom/1K785S1401DENIM_4207_3.jpg?sw=804&sh=1200&sm=fit
1K787S120MC17289000,Blade Denim,Black,shoes-ankleboots,Casadei,1075,SS2022,FP,365,https://www.casadei.com/en/shoes/ankle-boots/blade-denim-black-1K787S120MC17289000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwe3d67870/images/zoom/1K787S120MC1728_9000_3.jpg?sw=804&sh=1200&sm=fit
1K792U120MC16674207,Blade Penny Stargate,Optimistic Pink,shoes-pumps,Casadei,765,SS2022,FP,260,https://www.casadei.com/en/shoes/pumps/blade-penny-stargate-optimistic-pink-1K792U120MC16674207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwdc4ac04c/images/zoom/1K792U120MC1667_4207_3.jpg?sw=804&sh=1200&sm=fit
1L005U120TC1784B004,Cappa blade Floral,Lack pink and Cipria,shoes-sandals,Casadei,880,SS2022,FP,298,https://www.casadei.com/en/shoes/sandals/cappa-blade-floral-lack-pink-and-cipria-1L005U120TC1784B004.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw17543cf0/images/zoom/1L005U120TC1784_B004_3.jpg?sw=804&sh=1200&sm=fit
1L006U120GC1785A966,Rock Floral,Nilegreen and Bianco,shoes-platforms,Casadei,1015,SS2022,FP,344,https://www.casadei.com/en/shoes/platforms/rock-floral-nilegreen-and-bianco-1L006U120GC1785A966.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwea63b8de/images/zoom/1L006U120GC1785_A966_3.jpg?sw=804&sh=1200&sm=fit
1L006U160GC1785B004,Rock Floral,Lack pink and Cipria,shoes-platforms,Casadei,1100,SS2022,FP,373,https://www.casadei.com/en/shoes/platforms/rock-floral-lack-pink-and-cipria-1L006U160GC1785B004.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw648ded07/images/zoom/1L006U160GC1785_B004_3.jpg?sw=804&sh=1200&sm=fit
1L214L1401CITYL3306,City Light Flora,Gold,shoes-platforms,Casadei,765,SS2020,FP,250,https://www.casadei.com/en/shoes/platforms/city-light-flora-gold-1L214L1401CITYL3306.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw60a43ac9/images/zoom/1L214L1401CITYL_3306_3.jpg?sw=804&sh=1200&sm=fit
1L214L1401LACRO3711,Flora Lacroc,Red Square,shoes-platforms,Casadei,765,FW2021,FP,260,https://www.casadei.com/en/shoes/platforms/flora-lacroc-red-square-1L214L1401LACRO3711.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw8d7997ca/images/zoom/1L214L1401LACRO_3711_3.jpg?sw=804&sh=1200&sm=fit
1L214L1401TIFFA3310,Flora,Neutral,shoes-platforms,Casadei,765,FW2019,FP,254,https://www.casadei.com/en/shoes/platforms/flora-neutral-1L214L1401TIFFA3310.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw6ae58a7c/images/zoom/1L214L1401TIFFA_3310_3.jpg?sw=804&sh=1200&sm=fit
1L214L1401TIFFA9000,Flora,Black,shoes-platforms,Casadei,765,FW2019,FP,254,https://www.casadei.com/en/shoes/platforms/flora-black-1L214L1401TIFFA9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw38a24642/images/zoom/1L214L1401TIFFA_9000_3.jpg?sw=804&sh=1200&sm=fit
1L297M1401FLORE3201,Flora,Skin Colour,carryover,Casadei,865,SS2020,FP,284,https://www.casadei.com/en/ca-carryover/flora-skin-colour-1L297M1401FLORE3201.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw8d74354e/images/zoom/1L297M1401FLORE_3201_3.jpg?sw=804&sh=1200&sm=fit
1L297M1401FLORE9000,Flora,Black,shoes-platforms,Casadei,865,SS2020,FP,284,https://www.casadei.com/en/shoes/platforms/flora-black-1L297M1401FLORE9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw7a97e685/images/zoom/1L297M1401FLORE_9000_3.jpg?sw=804&sh=1200&sm=fit
1L307M1401CITYL1100,City Light Flora,Platinum,shoes-platforms,Casadei,930,SS2020,FP,306,https://www.casadei.com/en/shoes/platforms/city-light-flora-platinum-1L307M1401CITYL1100.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw79dee2db/images/zoom/1L307M1401CITYL_1100_3.jpg?sw=804&sh=1200&sm=fit
1L418E1401SELEN9700,City Light Flora,Silver,shoes-platforms,Casadei,890,SS2020,FP,292,https://www.casadei.com/en/shoes/platforms/city-light-flora-silver-1L418E1401SELEN9700.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw1c44a652/images/zoom/1L418E1401SELEN_9700_3.jpg?sw=804&sh=1200&sm=fit
1L422D1401FLASH2700,Flora,Bronze,shoes-platforms,Casadei,890,SS2020,FP,292,https://www.casadei.com/en/shoes/platforms/flora-bronze-1L422D1401FLASH2700.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwc2066ed0/images/zoom/1L422D1401FLASH_2700_3.jpg?sw=804&sh=1200&sm=fit
1L422D1401FLORE2801,Flora,Dafne,shoes-platforms,Casadei,860,FW2019,FP,292,https://www.casadei.com/en/shoes/platforms/flora-dafne-1L422D1401FLORE2801.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwfaaf7d8d/images/zoom/1L422D1401FLORE_2801_3.jpg?sw=804&sh=1200&sm=fit
1L463N1401CAMOS2704,Flora,Camel,shoes-platforms,Casadei,765,FW2020,FP,260,https://www.casadei.com/en/shoes/platforms/flora-camel-1L463N1401CAMOS2704.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw3e4fb73f/images/zoom/1L463N1401CAMOS_2704_3.jpg?sw=804&sh=1200&sm=fit
1L488N120MC03169700,Blade V Celebrity,Silver,shoes_highlights_blade,Casadei,730,FW2019,FP,240,https://www.casadei.com/en/shoes/highlights/blade/blade-v-celebrity-silver-1L488N120MC03169700.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw3dc531d7/images/zoom/1L488N120MC0316_9700_3.jpg?sw=804&sh=1200&sm=fit
1L488N120MC03511400,Blade V Celebrity,Gold,shoes-sandals,Casadei,730,FW2019,FP,240,https://www.casadei.com/en/shoes/sandals/blade-v-celebrity-gold-1L488N120MC03511400.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw43a0cab9/images/zoom/1L488N120MC0351_1400_3.jpg?sw=804&sh=1200&sm=fit
1L488N120MC05969000,Blade V Celebrity,Black,shoes-sandals,Casadei,730,FW2019,FP,240,https://www.casadei.com/en/shoes/sandals/blade-v-celebrity-black-1L488N120MC05969000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dweb760550/images/zoom/1L488N120MC0596_9000_3.jpg?sw=804&sh=1200&sm=fit
1L488N120MC06053216,Blade V Celebrity,Skin,shoes-sandals,Casadei,730,FW2019,FP,270,https://www.casadei.com/en/shoes/sandals/blade-v-celebrity-skin-1L488N120MC06053216.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw3fa77132/images/zoom/1L488N120MC0605_3216_3.jpg?sw=804&sh=1200&sm=fit
1L488N120MC14752615,Blade V Celebrity,Rum,shoes-sandals,Casadei,710,SS2022,FP,240,https://www.casadei.com/en/shoes/sandals/blade-v-celebrity-rum-1L488N120MC14752615.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw0d948f6e/images/zoom/1L488N120MC1475_2615_3.jpg?sw=804&sh=1200&sm=fit
1L488N120MC14754207,Blade V Celebrity,Optimistic Pink,shoes-sandals,Casadei,710,SS2022,FP,240,https://www.casadei.com/en/shoes/sandals/blade-v-celebrity-optimistic-pink-1L488N120MC14754207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwdded034c/images/zoom/1L488N120MC1475_4207_3.jpg?sw=804&sh=1200&sm=fit
1L488N120MC14759505,Blade V Celebrity,Stonegray,shoes-sandals,Casadei,710,SS2022,FP,240,https://www.casadei.com/en/shoes/sandals/blade-v-celebrity-stonegray-1L488N120MC14759505.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw0a32fbf1/images/zoom/1L488N120MC1475_9505_3.jpg?sw=804&sh=1200&sm=fit
1L488N120MC14761101,Blade V Celebrity,Palladium,shoes-sandals,Casadei,730,FW2019,FP,240,https://www.casadei.com/en/shoes/sandals/blade-v-celebrity-palladium-1L488N120MC14761101.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwf1ca11f4/images/zoom/1L488N120MC1476_1101_3.jpg?sw=804&sh=1200&sm=fit
1L494G120MC05189999,Techno Blade,White,shoes-sandals,Casadei,785,FW2019,FP,258,https://www.casadei.com/en/shoes/sandals/techno-blade-white-1L494G120MC05189999.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw43023c64/images/zoom/1L494G120MC0518_9999_3.jpg?sw=804&sh=1200&sm=fit
1L494G120MC05773216,Techno Blade,Skin,shoes-sandals,Casadei,760,FW2019,FP,258,https://www.casadei.com/en/shoes/sandals/techno-blade-skin-1L494G120MC05773216.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw720f0c7d/images/zoom/1L494G120MC0577_3216_3.jpg?sw=804&sh=1200&sm=fit
1L500G120MC04583306,City Light Techno Blade Cappa,Gold Rose,shoes-sandals,Casadei,775,SS2020,FP,254,https://www.casadei.com/en/shoes/sandals/city-light-techno-blade-cappa-gold-rose-1L500G120MC04583306.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw8e1e50c0/images/zoom/1L500G120MC0458_3306_3.jpg?sw=804&sh=1200&sm=fit
1L500G120MC04599700,Techno Blade Cappa,Silver,shoes-sandals,Casadei,775,FW2019,FP,262,https://www.casadei.com/en/shoes/sandals/techno-blade-cappa-silver-1L500G120MC04599700.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwa0152855/images/zoom/1L500G120MC0459_9700_3.jpg?sw=804&sh=1200&sm=fit
1L500G120MC05189000,Techno Blade,Black,shoes-sandals,Casadei,775,SS2020,FP,262,https://www.casadei.com/en/shoes/sandals/techno-blade-black-1L500G120MC05189000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw54b3451c/images/zoom/1L500G120MC0518_9000_3.jpg?sw=804&sh=1200&sm=fit
1L551P120MCITYL1100,City Light Techno Blade,Platinum,shoes-sandals,Casadei,775,SS2020,FP,254,https://www.casadei.com/en/shoes/sandals/city-light-techno-blade-platinum-1L551P120MCITYL1100.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw6d0cd16d/images/zoom/1L551P120MCITYL_1100_3.jpg?sw=804&sh=1200&sm=fit
1L556P120MAFLAS9600,Blade,Ice,shoes-sandals,Casadei,765,SS2021,FP,260,https://www.casadei.com/en/shoes/sandals/blade-ice-1L556P120MAFLAS9600.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw66e16b08/images/zoom/1L556P120MAFLAS_9600_3.jpg?sw=804&sh=1200&sm=fit
1L556P120MC13139505,Blade,Stonegrey,shoes-sandals,Casadei,790,SS2022,FP,267,https://www.casadei.com/en/shoes/sandals/blade-stonegrey-1L556P120MC13139505.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwd55a7b4c/images/zoom/1L556P120MC1313_9505_3.jpg?sw=804&sh=1200&sm=fit
1L556P120MC14504207,Blade Lacroc,Optimiain,shoes-sandals,Casadei,790,SS2022,FP,267,https://www.casadei.com/en/shoes/sandals/blade-lacroc-optimiain-1L556P120MC14504207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwb2b72ce4/images/zoom/1L556P120MC1450_4207_3.jpg?sw=804&sh=1200&sm=fit
1L562P1201PINKPZZZZ,Julia Pnk Panther,Pink Panther,shoes-platforms,Casadei,765,SS2022,FP,260,https://www.casadei.com/en/shoes/platforms/julia-pnk-panther-pink-panther-1L562P1201PINKPZZZZ.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwb0cbb5fb/images/zoom/1L562P1201PINKP_ZZZZ_3.jpg?sw=804&sh=1200&sm=fit
1L562P1201TIFFA3302,Julia,Blush pink,shoes-platforms,Casadei,740,SS2022,FP,250,https://www.casadei.com/en/shoes/platforms/julia-blush-pink-1L562P1201TIFFA3302.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw2d2af312/images/zoom/1L562P1201TIFFA_3302_3.jpg?sw=804&sh=1200&sm=fit
1L562P1201TIFFA9000,Julia,Black,shoes-sandals,Casadei,740,SS2022,FP,250,https://www.casadei.com/en/shoes/sandals/julia-black-1L562P1201TIFFA9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw8219f842/images/zoom/1L562P1201TIFFA_9000_3.jpg?sw=804&sh=1200&sm=fit
1L676K1401FLASH3301,Flora,Beach Rose,shoes-platforms,Casadei,865,SS2020,FP,285,https://www.casadei.com/en/shoes/platforms/flora-beach-rose-1L676K1401FLASH3301.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw29ebbe5b/images/zoom/1L676K1401FLASH_3301_3.jpg?sw=804&sh=1200&sm=fit
1L676K1401FLORE9999,Flora,White,shoes-platforms,Casadei,860,FW2019,FP,284,https://www.casadei.com/en/shoes/platforms/flora-white-1L676K1401FLORE9999.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw5895bb6f/images/zoom/1L676K1401FLORE_9999_3.jpg?sw=804&sh=1200&sm=fit
1L676K1401TIFFA6200,Flora,Nilegreen,shoes-platforms,Casadei,860,SS2022,FP,292,https://www.casadei.com/en/shoes/platforms/flora-nilegreen-1L676K1401TIFFA6200.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw364cae50/images/zoom/1L676K1401TIFFA_6200_3.jpg?sw=804&sh=1200&sm=fit
1L746S1401TIFFA3310,Flora,Naked,shoes-platforms,Casadei,840,SS2022,FP,285,https://www.casadei.com/en/shoes/platforms/flora-naked-1L746S1401TIFFA3310.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw4078d1ad/images/zoom/1L746S1401TIFFA_3310_3.jpg?sw=804&sh=1200&sm=fit
1L746S1401TIFFA4207,Flora,Optimistic Pink,shoes-platforms,Casadei,840,SS2022,FP,285,https://www.casadei.com/en/shoes/platforms/flora-optimistic-pink-1L746S1401TIFFA4207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw777ba959/images/zoom/1L746S1401TIFFA_4207_3.jpg?sw=804&sh=1200&sm=fit
1L747S1201TIFFA9505,Ophelia,Stonegrey,shoes-platforms,Casadei,790,SS2022,FP,267,https://www.casadei.com/en/shoes/platforms/ophelia-stonegrey-1L747S1201TIFFA9505.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw3a03b1e2/images/zoom/1L747S1201TIFFA_9505_3.jpg?sw=804&sh=1200&sm=fit
1L753S120MC11559999,Cappa Blade Unchained,White,shoes-sandals,Casadei,825,SS2021,FP,279,https://www.casadei.com/en/shoes/sandals/cappa-blade-unchained-white-1L753S120MC11559999.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw12f6a623/images/zoom/1L753S120MC1155_9999_3.jpg?sw=804&sh=1200&sm=fit
1L758S120MC1255A915,Blade Penny,Spiaggia Rosa and Dafne,shoes-sandals,Casadei,880,SS2022,FP,298,https://www.casadei.com/en/shoes/sandals/blade-penny-spiaggia-rosa-and-dafne-1L758S120MC1255A915.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dweb0dd930/images/zoom/1L758S120MC1255_A915_3.jpg?sw=804&sh=1200&sm=fit
1L763S1201TIFFA9000,Julia,Black,shoes-platforms,Casadei,765,SS2022,FP,260,https://www.casadei.com/en/shoes/platforms/julia-black-1L763S1201TIFFA9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwf22b0f7c/images/zoom/1L763S1201TIFFA_9000_3.jpg?sw=804&sh=1200&sm=fit
1L783S1401T02652615,Flora Versilia,Rum,shoes-platforms,Casadei,825,SS2022,FP,279,https://www.casadei.com/en/shoes/platforms/flora-versilia-rum-1L783S1401T02652615.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw9b4b7b2c/images/zoom/1L783S1401T0265_2615_3.jpg?sw=804&sh=1200&sm=fit
1L784S1201T02652618,Ophelia Versilia,Etruria,shoes-platforms,Casadei,790,SS2022,FP,267,https://www.casadei.com/en/shoes/platforms/ophelia-versilia-etruria-1L784S1201T02652618.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw1d243485/images/zoom/1L784S1201T0265_2618_3.jpg?sw=804&sh=1200&sm=fit
1L816S120TC1664A924,Blade,Optimistic Pink,shoes-sandals,Casadei,880,SS2022,FP,298,https://www.casadei.com/en/shoes/sandals/blade-optimistic-pink-1L816S120TC1664A924.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw5e5e99da/images/zoom/1L816S120TC1664_A924_3.jpg?sw=804&sh=1200&sm=fit
1L832U0801C1786B010,Versilia,Red Square,shoes-wedges,Casadei,740,SS2022,FP,250,https://www.casadei.com/en/shoes/wedges/versilia-red-square-1L832U0801C1786B010.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwe1cd5f3c/images/zoom/1L832U0801C1786_B010_3.jpg?sw=804&sh=1200&sm=fit
1L870U1001C1656A908,Julia Venezia,Optimistic Pink,shoes-sandals,Casadei,935,SS2022,FP,317,https://www.casadei.com/en/shoes/sandals/julia-venezia-optimistic-pink-1L870U1001C1656A908.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw108b2311/images/zoom/1L870U1001C1656_A908_3.jpg?sw=804&sh=1200&sm=fit
1L871U010MC1656A905,Venezia,Silver,shoes-flats,Casadei,850,SS2022,FP,288,https://www.casadei.com/en/shoes/flats/venezia-silver-1L871U010MC1656A905.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwc5de52f8/images/zoom/1L871U010MC1656_A905_3.jpg?sw=804&sh=1200&sm=fit
1L872U120MC1656A905,Cappa Blade Venezia,Silver,shoes-sandals,Casadei,935,SS2022,FP,317,https://www.casadei.com/en/shoes/sandals/cappa-blade-venezia-silver-1L872U120MC1656A905.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwe5e4570f/images/zoom/1L872U120MC1656_A905_3.jpg?sw=804&sh=1200&sm=fit
1L872U120MC1656A906,Cappa Blade Venezia,Spiaggia Rosa,shoes-sandals,Casadei,935,SS2022,FP,317,https://www.casadei.com/en/shoes/sandals/cappa-blade-venezia-spiaggia-rosa-1L872U120MC1656A906.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwbd9134db/images/zoom/1L872U120MC1656_A906_3.jpg?sw=804&sh=1200&sm=fit
